abstain_rate,ambient_dim,cert_path,certified_accuracy_r_0_25,certified_accuracy_r_0_25_onmanifold,certified_accuracy_r_0_50,certified_accuracy_r_0_50_onmanifold,certified_accuracy_r_1_00,certified_accuracy_r_1_00_onmanifold,clean_accuracy,d_int_80,d_int_90,d_int_95,d_int_ratio_90,encoder_pair,mean_certified_radius,mean_certified_radius_l2,mean_certified_radius_onmanifold,noise_mode,sigma
0.007272727272727273,768,/kaggle/working/phase2/encoder_study/dinov2small_whispertiny_existing_cache/baseline_no_noise_cert.json,0.9042424242424243,0.9042424242424243,0.8933333333333333,0.8933333333333333,0.863030303030303,0.863030303030303,0.9139393939393939,42,80,125,0.10416666666666667,dinov2small_whispertiny_existing_cache,2.18997647287915,2.18997647287915,2.18997647287915,joint,1.0
0.024242424242424242,1152,/kaggle/working/phase2_encoder_family/encoder_study/clip_whispertiny/baseline_no_noise_cert.json,0.9224242424242424,0.9224242424242424,0.8921212121212121,0.8921212121212121,0.8387878787878787,0.8387878787878787,0.943030303030303,67,126,202,0.109375,clip_whispertiny,1.9475157839651092,1.9475157839651092,1.9475157839651092,joint,1.0
0.008484848484848486,1280,/kaggle/working/phase2_encoder_family/encoder_study/dinov2base_whisperbase/baseline_no_noise_cert.json,0.9187878787878788,0.9187878787878788,0.9018181818181819,0.9018181818181819,0.8557575757575757,0.8557575757575757,0.9224242424242424,61,119,188,0.09296875,dinov2base_whisperbase,2.13197159203841,2.13197159203841,2.13197159203841,joint,1.0
0.009696969696969697,1152,/kaggle/working/phase2_encoder_family/encoder_study/dinov2small_hubert/baseline_no_noise_cert.json,0.8896969696969697,0.8896969696969697,0.8690909090909091,0.8690909090909091,0.8460606060606061,0.8460606060606061,0.9018181818181819,42,79,125,0.0685763888888889,dinov2small_hubert,2.1734285594560947,2.1734285594560947,2.1734285594560947,joint,1.0
0.008484848484848486,1152,/kaggle/working/phase2_encoder_family/encoder_study/dinov2small_wavlm/baseline_no_noise_cert.json,0.8981818181818182,0.8981818181818182,0.8872727272727273,0.8872727272727273,0.850909090909091,0.850909090909091,0.9078787878787878,43,80,127,0.06944444444444445,dinov2small_wavlm,2.2069195367014376,2.2069195367014376,2.2069195367014376,joint,1.0
