epoch,lr,train_loss,val_loss,val_auc,val_eer
1,0.0004986304738420684,0.32167652403139724,0.3028819257250199,0.7298222222222222,0.33466666666666667
2,0.0004945369001834514,0.31537243865306697,0.30573547832094705,0.7266577777777778,0.32933333333333337
3,0.0004877641290737884,0.31155861823730696,0.3029007842907539,0.7208711111111111,0.34800000000000003
4,0.00047838636441065017,0.3074648060151898,0.3088543608498115,0.7218577777777779,0.30866666666666664
5,0.00046650635094610973,0.3085051277706485,0.3027930765484388,0.7125511111111111,0.33666666666666667
6,0.00045225424859373693,0.3083909638612473,0.30433497269852805,0.7122666666666667,0.34933333333333333
7,0.0004357862063693486,0.30674453788433087,0.28953043883666396,0.7079288888888888,0.35866666666666663
8,0.0004172826515897146,0.2937582275903633,0.28715417792017645,0.6838044444444444,0.3466666666666667
