abstain_rate,ambient_dim,cert_path,certified_accuracy_r_0_25,certified_accuracy_r_0_25_onmanifold,certified_accuracy_r_0_50,certified_accuracy_r_0_50_onmanifold,certified_accuracy_r_1_00,certified_accuracy_r_1_00_onmanifold,clean_accuracy,d_int_80,d_int_90,d_int_95,d_int_ratio_90,encoder_pair,mean_certified_radius,mean_certified_radius_l2,mean_certified_radius_onmanifold,noise_mode,sigma
0.007272727272727273,768,/kaggle/working/phase2/encoder_study/dinov2small_whispertiny_existing_cache/baseline_no_noise_cert.json,0.9042424242424243,0.9042424242424243,0.8933333333333333,0.8933333333333333,0.863030303030303,0.863030303030303,0.9139393939393939,42,80,125,0.10416666666666667,dinov2small_whispertiny_existing_cache,2.18997647287915,2.18997647287915,2.18997647287915,joint,1.0
